"id";"name";"d1";"d2";"d3";"d4";"d5"
4111;"NorwoodFinancialCorp.(nwfl)";"371.00";"351.30";"312.90";"15.70";"294.10"
4112;"FinTechAcquisitionCorp.II(fnte)";"-2.92";"-28.43";"13.91";"12.49";"-16.51"
4113;"BGStaffing,Inc.(bgsf)";"516.99";"246.56";"-87.48";"313.69";"228.45"
4114;"BankwellFinancialGroup,Inc.(bwfg)";"466.10";"455.40";"205.10";"421.60";"372.50"
4115;"StratusProperties,Inc.(strs)";"-85.70";"-187.00";"-686.60";"1,430.80";"-89.30"
4116;"ArbutusBiopharmaCorp.(abus)";"309.10";"-1,742.90";"-3,593.10";"-1,160.00";"-1,825.50"
4117;"AllianceOneInternational,Inc.(aoi)";"-141.30";"-474.30";"8,832.60";"95.60";"-3,263.30"
4118;"MEIPharma,Inc.(meip)";"-1,925.30";"-594.80";"-607.90";"-878.80";"-434.30"
4119;"GulfMarkOffshore,Inc.(glf)";"-1,357.50";"-1,523.80";"-2.07";"-2,464.30";"-4,054.70"
4120;"TwinDisc,Inc.(twin)";"582.00";"423.80";"-405.00";"340.50";"117.50"
4121;"GPStrategiesCorp.(gpx)";"357.50";"263.20";"-33.90";"328.10";"586.30"
4122;"BioTime,Inc.(btx)";"-464.60";"-6,369.80";"-7,207.20";"1,398.60";"-1,222.70"
4123;"NewYork&Co.,Inc.(nwy)";"306.70";"308.60";"474.70";"35.20";"482.30"
4124;"ADMABiologics,Inc.(adma)";"-1,474.78";"-1,782.21";"-1,298.28";"-1,520.27";"-903.65"
4125;"UnityBancorp,Inc.(unty)";"549.00";"539.70";"522.90";"250.00";"375.70"
4126;"GrahamCorp.(ghm)";"232.30";"83.30";"-1,162.20";"10,000.00";"93.50"
4127;"TurtleBeachCorp.(hear)";"630.10";"196.20";"1,423.10";"-49.20";"-706.10"
4128;"LCNBCorp.(lcnb)";"420.10";"273.50";"270.90";"361.60";"310.40"
4129;"PerionNetworkLtd.(peri)";"98.60";"5.70";"-3,727.70";"261.30";"-3,601.60"
4130;"HeliusMedicalTechnologies,Inc.(hsdt)";"-1,782.60";"-116.50";"-372.90";"-1,293.80";"-567.90"
4131;"NewYorkREIT,Inc.(nyrt)";"-2,620.60";"-4,526.70";"-1,154.00";"48.70";"-947.10"
4132;"FarmlandPartners,Inc.(fpi)";"-232.30";"-274.40";"246.10";"22.10";"77.20"
4133;"JinkoSolarHoldingCo.,Ltd.(jks)";"1,553.65";"58.23";"353.21";"167.58";"688.63"
4134;"FVCBankcorp,Inc.(fvcb)";"338.50";"307.70";"299.70";"100.50";"223.50"
4135;"BioDeliverySciencesInternational,Inc.(bdsi)";"-977.00";"-1,070.90";"-1,621.10";"-1,195.10";"-1,487.90"
4136;"WillisLeaseFinanceCorp.(wlfc)";"835.90";"708.20";"4,271.00";"491.10";"599.00"
4137;"PierisPharmaceuticals,Inc.(pirs)";"-20.30";"-871.40";"749.04";"-705.88";"-1,008.49"
4138;"ProteostasisTherapeutics,Inc.(pti)";"-1,547.80";"-1,102.60";"-1,342.40";"-1,395.40";"-1,695.80"
4139;"FirstBank(Hamilton,NewJersey)(frba)";"543.60";"401.90";"403.70";"58.30";"247.90"
4140;"BluerockResidentialGrowthREIT,Inc.(brg)";"-1,038.40";"-959.70";"-4,624.10";"-1,201.70";"1,756.90"
4141;"PACIFICCITYFINL(pcb)";"654.30";"476.20";"626.40";"233.90";"480.60"
4142;"LejuHoldingsLtd.(leju)";"-98.12";"-2,146.09";"-2,256.62";"-2,347.05";"-8,722.30"
4143;"PhoenixNewMediaLtd.(feng)";"768.51";"-916.64";"168.75";"480.60";"353.49"
4144;"PureCycleCorp.(pcyo)";"5.36";"9.93";"-9.72";"-50.18";"-54.31"
4145;"XeriumTechnologies,Inc.(xrm)";"-434.40";"223.10";"-955.00";"114.90";"-341.10"
4146;"ArdmoreShippingCorp.(asc)";"-857.71";"-517.26";"-382.94";"-463.96";"-185.41"
4147;"BelFuse,Inc.(belfa)";"663.40";"-130.30";"-2,078.70";"502.40";"312.00"
4148;"RockwellMedical,Inc.(rmti)";"-1,223.08";"-554.95";"-903.93";"-505.70";"-708.30"
4149;"AmericanRealtyInvestors,Inc.(arl)";"562.90";"-88.50";"-146.70";"908.70";"-1,116.40"
4150;"LSBIndustries,Inc.(lxu)";"-2,608.40";"-2,750.60";"-559.10";"-16.20";"-1,711.20"
4151;"RGCResources,Inc.(rgco)";"108.74";"346.59";"205.95";"15.99";"61.56"
4152;"Alpha&OmegaSemiconductorLtd.(aosl)";"-302.50";"-48.80";"512.20";"333.90";"278.70"
4153;"TriplePointVentureGrowthBDCCorp.(tpvg)";"839.50";"794.30";"385.00";"367.90";"792.10"
4154;"TymeTechnologies,Inc.(tyme)";"-672.28";"-531.31";"-556.13";"-522.22";"-287.29"
4155;"AldeyraTherapeutics,Inc.(aldx)";"-905.04";"-839.71";"-695.45";"-498.62";"-530.88"
4156;"Tiptree,Inc.(tipt)";"81.10";"-2,262.40";"1,301.90";"-311.40";"-444.30"
4157;"EnergousCorp.(watt)";"-1,229.84";"-1,344.35";"-1,123.65";"-1,274.82";"-1,291.90"
4158;"CellularBiomedicineGroup,Inc.(cbmg)";"-918.61";"-849.64";"-692.26";"-620.22";"-620.35"
4159;"AllotCommunicationsLtd.(allt)";"-241.70";"-368.60";"-434.00";"-462.50";"-403.00"
4160;"EnergyFuels,Inc.(uuuu)";"714.40";"-1,082.90";"-803.00";"-488.40";"-448.00"
4161;"AerohiveNetworks,Inc.(hive)";"-283.20";"-731.70";"-342.20";"-661.20";"-387.30"
4162;"DASANZhoneSolutionsInc(dzsi)";"135.50";"14.10";"415.80";"138.70";"-87.40"
4163;"J.Jill,Inc.(jill)";"1,048.50";"1,125.80";"2,934.80";"599.40";"1,199.60"
4164;"GlobalEagleEntertainment,Inc.(ent)";"-4,591.00";"-3,828.40";"-1.34";"-5,296.80";"-4,413.00"
4165;"PCM,Inc.(pcmi)";"597.10";"788.30";"281.10";"-259.50";"-84.10"
4166;"AviancaHoldingsSA(avh)";"-3,542.00";"344.80";"1,470.00";"3,613.70";"1,063.90"
4167;"Infrastructure&EnergyAlternatives,Inc.(iea)";"491.50";"-1,739.20";"-20.15";"-10.42";"8.00"
4168;"VirnetXHoldingCorp.(vhc)";"-645.00";"-760.50";"-603.40";"-355.20";"-379.80"
4169;"CRHMedicalCorp.(crhm)";"324.53";"318.17";"629.82";"344.79";"61.99"
4170;"HovnanianEnterprises,Inc.(hov)";"-102.60";"-982.30";"-3,080.90";"1,184.10";"-3.37"
4171;"TownSportsInternationalHoldings,Inc.(club)";"-394.20";"60.10";"112.90";"2,099.00";"-1,327.60"
4172;"KamadaLtd.(kmda)";"568.60";"125.60";"625.20";"-23.60";"486.20"
4173;"MVBFinancialCorp.(mvbf)";"283.10";"259.40";"142.30";"231.80";"226.00"
4174;"FirstGuarantyBancshares,Inc.(fgbi)";"459.70";"360.10";"250.60";"306.20";"293.20"
4175;"AcelRxPharmaceuticals,Inc.(acrx)";"-1,054.10";"-1,159.20";"-988.50";"-1,301.30";"-1,305.90"
4176;"UnionBankshares,Inc.(Vermont)(unb)";"245.00";"274.70";"192.20";"237.00";"222.70"
4177;"SevenStarsCloudGroup,Inc.(ssc)";"-861.09";"-416.24";"-509.20";"-302.19";"-371.74"
4178;"AxovantSciencesLtd.(axon)";"-5,188.80";"-2,531.90";"-5,790.20";"-6,908.60";"-6,926.60"
4179;"SifyTechnologiesLtd.(sify)";"358.25";"297.48";"403.77";"314.28";"278.24"
4180;"EvansBancorp,Inc.(evbn)";"479.50";"379.10";"331.90";"99.20";"372.30"
4181;"MidPennBancorp,Inc.(mpb)";"216.40";"277.90";"100.40";"50.10";"224.90"
4182;"LifetimeBrands,Inc.(lcut)";"-605.70";"-1,159.80";"125.10";"433.00";"-209.60"
4183;"BassettFurnitureIndustries,Inc.(bset)";"294.50";"428.90";"-91.30";"497.40";"457.90"
4184;"StoneMorPartnersL.P.(ston)";"-4,543.90";"-957.60";"-1,158.20";"-856.10";"-271.30"
4185;"GlobalWaterResources,Inc.(gwrs)";"225.60";"32.00";"273.40";"120.30";"42.50"
4186;"MauiLand&PineappleCo.,Inc.(mlp)";"-57.00";"-96.40";"-92.90";"-48.40";"648.10"
4187;"TimberlandBancorp,Inc.(Washington)(tsbk)";"441.60";"426.90";"361.40";"361.50";"427.70"
4188;"SagaCommunications,Inc.(sga)";"410.00";"150.30";"1,461.50";"291.40";"331.60"
4189;"KVHIndustries,Inc.(Delaware)(kvhi)";"-134.30";"-389.30";"-168.50";"-243.80";"-202.60"
4190;"ChemungFinancialCorp.(chmg)";"693.00";"252.70";"443.90";"-215.90";"365.40"
4191;"ShoreBancshares,Inc.(shbi)";"445.40";"439.10";"405.80";"269.80";"341.20"
4192;"RockyBrands,Inc.(rcky)";"504.50";"264.92";"325.11";"439.68";"223.48"
4193;"MedleyCapitalCorp.(mcc)";"-2,666.59";"-2,877.86";"-3,194.40";"-1,215.30";"299.86"
4194;"OlympicSteel,Inc.(zeus)";"1,584.80";"762.90";"418.70";"228.00";"479.70"
4195;"InseegoCorp.(insg)";"-667.90";"-806.00";"-389.40";"-1,379.50";"-1,203.70"
4196;"Jamba,Inc.(jmba)";"-28.60";"3.80";"-85.80";"-45.70";"172.50"
4197;"Oil-DriCorp.ofAmerica(odc)";"262.00";"350.10";"-109.60";"297.70";"129.10"
4198;"CorindusVascularRobotics,Inc.(cvrs)";"-990.90";"-1,005.00";"-797.10";"-785.30";"-841.40"
4199;"CelsiusHoldings,Inc.(celh)";"-334.87";"-287.65";"-520.78";"-162.22";"47.08"
4200;"NACCOIndustries,Inc.(nc)";"639.30";"817.60";"967.90";"333.10";"678.80"
4201;"ShilohIndustries,Inc.(shlo)";"1,105.20";"402.50";"485.80";"-92.60";"-198.20"
4202;"KalVistaPharmaceuticals,Inc.(kalv)";"-503.00";"-65.70";"-523.40";"-498.60";"-492.80"
4203;"GladstoneLandCorp.(land)";"-174.50";"-29.70";"-18.90";"-22.10";"22.70"
4204;"UraniumEnergyCorp.(uec)";"-477.03";"-414.66";"-435.38";"-455.58";"-558.71"
4205;"HallmarkFinancialServices,Inc.(hall)";"--";"--";"--";"--";"--"
4206;"KayneAndersonEnergyDevelopmentCo.(ked)";"1,463.60";"1,241.80";"-947.50";"-663.30";"-2,021.10"
4207;"BrasilAgroCiaBrasileiradePropriedadesAgricolas(lnd)";"1,128.56";"1,662.87";"354.08";"636.48";"649.87"
4208;"PRGXGlobal,Inc.(prgx)";"-288.00";"-232.80";"565.20";"107.70";"-32.50"
4209;"BlueLinxHoldings,Inc.(bxc)";"-855.80";"-1,342.70";"5,348.60";"568.60";"323.80"
4210;"BioLifeSolutions,Inc.(blfs)";"113.92";"3,482.00";"-55.80";"-31.87";"-76.82"
4211;"ParkeBancorp,Inc.(pkbk)";"621.80";"612.70";"576.00";"53.90";"415.80"
4212;"BCBBancorp,Inc.(bcbp)";"459.40";"231.30";"463.20";"133.90";"321.70"
4213;"BasicEnergyServices,Inc.(bas)";"-4,005.40";"-3,053.10";"-2,026.20";"-1,384.50";"-2,394.10"
4214;"FourSeasonsEducation(Cayman),Inc.(fedu)";"95.63";"125.73";"41.60";"161.37";"229.93"
4215;"Synlogic,Inc.(sybx)";"-1,459.10";"-1,116.50";"-1,169.70";"-1,192.40";"-938.10"
4216;"StellusCapitalInvestmentCorp.(scm)";"760.32";"734.39";"490.71";"563.66";"604.48"
4217;"IntecPharmaLtd.(ntec)";"-1,103.30";"-1,072.90";"-1,023.60";"-765.20";"-652.10"
4218;"GlobalMedicalREIT,Inc.(gmre)";"-6.40";"41.10";"-19.30";"38.13";"-62.28"
4219;"AdvancedEmissionsSolutions,Inc.(ades)";"1,524.00";"763.70";"695.50";"576.00";"636.30"
4220;"YatraOnline,Inc.(ytra)";"-465.12";"-591.89";"358.79";"-1,209.30";"-4,848.47"
4221;"CSICompresscoLP(cclp)";"-959.20";"-1,573.70";"-1,067.30";"-782.10";"-637.20"
4222;"QuintanaEnergyServices,Inc.(qes)";"213.50";"-1,481.00";"206.80";"-843.70";"-311.30"
4223;"BrightScholarEducationHoldingsLtd.(bedu)";"2,116.94";"-247.64";"1,803.80";"-54.20";"1,559.74"
4224;"TheBankofPrinceton(bprn)";"370.40";"363.50";"358.10";"170.70";"317.80"
4225;"HalladorEnergyCo.(hnrg)";"-2.20";"208.20";"2,077.30";"376.30";"37.30"
4226;"ConstellationAlphaCapitalCorp.(cnacu)";"44.38";"39.00";"25.17";"-8.21";"-3.17"
4227;"BankofCommerceHoldings(boch)";"403.20";"361.80";"324.10";"7,000.00";"287.60"
4228;"LiquidityServices,Inc.(lqdt)";"-370.50";"-565.50";"-121.20";"-1,396.70";"-861.40"
4229;"TeleNav,Inc.(tnav)";"-2,660.50";"-3,076.30";"-1,565.20";"-1,609.80";"-1,281.00"
4230;"ChromadexCorp.(cdxc)";"-805.00";"-844.30";"-882.18";"-322.13";"-276.41"
4231;"ESSABancorp,Inc.(essa)";"308.50";"282.10";"226.30";"-163.80";"200.90"
4232;"FreightCarAmerica,Inc.(rail)";"-233.60";"-640.40";"-1,113.80";"-1,161.40";"-44.80"
4233;"PennsWoodsBancorp,Inc.(pwod)";"382.60";"348.00";"320.80";"71.60";"328.40"
4234;"CommercialVehicleGroup,Inc.(cvgi)";"1,319.50";"985.30";"-722.70";"476.30";"13.10"
4235;"VitaminShoppe,Inc.(vsi)";"528.30";"965.70";"-1,757.80";"-8,615.00";"-1.56"
4236;"FlexsteelIndustries,Inc.(flxs)";"129.60";"218.60";"307.90";"622.10";"618.00"
4237;"InformationServicesGroup,Inc.(iii)";"236.20";"16.40";"-265.00";"142.80";"-30.50"
4238;"OPTIMIZERXCORP(oprx)";"28.05";"-18.92";"-23.71";"-62.28";"-36.15"
4239;"MarroneBioInnovations,Inc.(mbii)";"-484.40";"-291.80";"-738.10";"-853.00";"-738.50"
4240;"ConsolidatedWaterCo.Ltd.(cwco)";"239.69";"205.80";"112.37";"141.67";"168.36"
4241;"RiverviewBancorp,Inc.(rvsb)";"423.10";"444.20";"300.90";"152.00";"305.90"
4242;"UnitedSecurityBancshares(California)(ubfo)";"351.80";"339.20";"315.70";"163.70";"274.00"
4243;"eGainCorp.(egan)";"-53.60";"-9.90";"-78.80";"-56.80";"-4.50"
4244;"GriffinIndustrialRealty,Inc.(grif)";"-12.20";"33.10";"-172.30";"-49.00";"132.90"
4245;"SBOneBancorp(sbbx)";"299.20";"130.80";"51.30";"196.30";"120.40"
4246;"IderaPharmaceuticals,Inc.(idra)";"-1,603.10";"-2,009.50";"-1,492.60";"-1,453.00";"-2,147.10"
4247;"CommunityBankersTrustCorp.(esxb)";"395.50";"378.20";"259.40";"-64.00";"241.60"
4248;"FusionConnect,Inc.(fsnn)";"-3,370.10";"-404.16";"-403.98";"-370.05";"-287.74"
4249;"PalatinTechnologies,Inc.(ptn)";"1,180.81";"-73.92";"303.02";"1,060.36";"1,331.53"
4250;"L.B.FosterCo.(fstr)";"494.00";"-202.20";"28.90";"322.20";"302.40"
4251;"FirstBusinessFinancialServices,Inc.(fbiz)";"522.40";"324.10";"359.50";"398.10";"254.90"
4252;"GalmedPharmaceuticalsLtd.(glmd)";"-268.50";"-250.60";"-364.40";"-280.10";"-269.20"
4253;"Achaogen,Inc.(akao)";"-4,996.90";"-4,722.90";"-3,638.20";"-2,990.70";"-2,607.00"
4254;"KingstoneCos.,Inc.(kins)";"--";"--";"--";"--";"--"
4255;"CenturyCasinos,Inc.(cnty)";"9.70";"131.90";"-503.00";"795.20";"217.00"
4256;"Fluent,Inc.(flnt)";"264.50";"-555.80";"-597.70";"-1,409.50";"-2,040.90"
4257;"TravelCentersofAmericaLLC(ta)";"-3,223.20";"-957.00";"-1,950.20";"5,911.50";"-280.70"
4258;"NortheastBancorp(Maine)(nbn)";"434.40";"393.20";"330.40";"458.60";"402.70"
4259;"PacificMercantileBancorp(pmbc)";"390.00";"1,536.90";"370.70";"241.20";"375.60"
4260;"Agenus,Inc.(agen)";"-2,520.38";"-5,426.11";"-3,503.50";"-3,684.17";"-3,171.30"
4261;"LonestarResourcesUS,Inc.(lone)";"-1,877.50";"-1,665.20";"-1,180.60";"-676.10";"-2,316.10"
4262;"InternapCorp.(inap)";"-1,390.00";"-1,403.30";"-689.60";"-1,086.30";"-1,928.30"
4263;"AsankoGold,Inc.(akg)";"-1.42";"279.00";"-797.50";"560.10";"120.90"
4264;"GridsumHolding,Inc.(gsum)";"-511.87";"-471.72";"-830.21";"-340.91";"-219.32"
4265;"TrinityPlaceHoldings,Inc.(tphs)";"-184.10";"-155.80";"188.80";"-145.20";"-177.60"
4266;"BeasleyBroadcastGroup,Inc.(bbgi)";"491.86";"-316.12";"6,966.89";"607.02";"390.55"
4267;"CYRENLtd.(cyrn)";"-432.40";"-534.30";"-752.60";"-362.80";"-266.10"
4268;"SafeguardScientifics,Inc.(sfe)";"3,206.00";"-2,489.60";"-617.00";"-1,872.80";"-1,865.00"
4269;"PulseBiosciences,Inc.(plse)";"-916.30";"-866.80";"-870.30";"-748.60";"-618.00"
4270;"AslanPharmaceuticalsLtd.(asln)";"-1,110.03";"-869.97";"-1,451.35";"-795.96";"-924.03"
4271;"WindstreamHoldings,Inc.(win)";"-9,370.00";"-1.21";"-18.36";"-1.02";"-6,880.00"
4272;"PioneerEnergyServicesCorp.(pes)";"-1,815.20";"-1,113.90";"-1,255.80";"-1,722.70";"-2,020.90"
4273;"PingtanMarineEnterprise,Ltd.(pme)";"333.53";"98.47";"533.77";"652.91";"981.08"
4274;"NantHealth,Inc.(nh)";"-2,180.60";"-2,197.50";"-2,256.20";"-2,301.50";"-7,006.40"
4275;"BlackRidgeAcquisitionCorp.(brac)";"-7.02";"-12.21";"-8.01";"-625.00";"-323.00"
4276;"NorthwestPipeCo.(nwpx)";"-568.60";"-195.10";"-184.20";"-158.70";"-206.80"
4277;"TheEasternCo.(eml)";"325.85";"310.02";"-16.88";"223.05";"146.64"
4278;"PzenaInvestmentManagement,Inc.(pzn)";"426.20";"347.20";"352.30";"-104.60";"298.90"
4279;"MVCCapital,Inc.(mvc)";"-586.99";"-339.37";"95.01";"-402.78";"2,390.56"
4280;"OrrstownFinancialServices,Inc.(orrf)";"401.60";"401.20";"362.50";"6,000.00";"277.40"
4281;"TeekayTankersLtd.(tnk)";"-2,741.30";"-1,915.30";"-187.90";"-2,238.00";"-3,747.70"
4282;"Teligent,Inc.(tlgt)";"-2,071.60";"-480.20";"-612.10";"-898.20";"-91.90"
4283;"VinceHoldingCorp.(vnce)";"-382.20";"-563.70";"7,451.20";"350.90";"-1,013.40"
4284;"C&FFinancialCorp.(cffi)";"510.10";"507.00";"389.20";"-331.50";"301.70"
4285;"Nature'sSunshineProducts,Inc.(natr)";"-6.20";"33.30";"-1,760.80";"234.80";"-42.00"
4286;"PointsInternationalLtd.(pcom)";"181.20";"225.80";"119.10";"60.50";"73.20"
4287;"AtlanticCoastFinancialCorp.(acfc)";"141.60";"111.50";"119.20";"147.70";"155.60"
4288;"RedHillBiopharmaLtd.(rdhl)";"-1,086.88";"-1,012.18";"-1,070.91";"-1,600.88";"-1,160.62"
4289;"IDTCorp.(idt)";"853.50";"-323.00";"169.00";"-179.70";"-945.80"
4290;"USATruck,Inc.(usak)";"330.00";"254.40";"103.50";"1,482.20";"40.90"
4291;"AdamsResources&Energy,Inc.(ae)";"362.00";"113.80";"369.30";"-303.30";"-28.20"
4292;"TransGlobeEnergyCorp.(tga)";"736.10";"-1,012.00";"-238.20";"-685.50";"-5,662.20"
4293;"PeoplesBancorpofNorthCarolina,Inc.(pebk)";"346.70";"317.60";"330.30";"201.00";"324.20"
4294;"ConcordMedicalServicesHoldingLtd.(ccm)";"-284.04";"-500.32";"-2,604.33";"356.81";"587.73"
4295;"FirstCommunityCorp.(SouthCarolina)(fcco)";"283.30";"300.10";"270.90";"50.20";"189.30"
4296;"TheCommunityFinancialCorp.(Maryland)(tcfc)";"233.50";"122.10";"-45.90";"278.20";"254.30"
4297;"CompugenLtd.(cgen)";"-1,019.30";"10.40";"-931.00";"-987.10";"-917.80"
4298;"GenesisHealthcare,Inc.(gen)";"-6,285.70";"-1.09";"-1.55";"-6.15";"-1.06"
4299;"OhioValleyBancCorp.(ovbc)";"174.60";"297.60";"336.60";"89.80";"165.30"
4300;"MackinacFinancialCorp.(mfnc)";"39.60";"153.70";"-2.00";"209.30";"168.00"
4301;"ParkCityGroup,Inc.(pcyg)";"127.01";"45.73";"135.05";"33.09";"88.33"
4302;"FirstFinancialNorthwest,Inc.(ffnw)";"279.20";"309.50";"682.60";"240.80";"185.90"
4303;"Clearfield,Inc.(clfd)";"175.52";"-30.54";"94.32";"126.01";"80.33"
4304;"Chimerix,Inc.(cmrx)";"-1,861.30";"-1,982.60";"-1,923.80";"-1,731.20";"-1,668.00"
4305;"VuzixCorp.(vuzi)";"-614.84";"-536.57";"-587.95";"-550.22";"-407.01"
4306;"EigerBioPharmaceuticals,Inc.(eigr)";"-991.50";"-883.10";"-1,089.30";"-917.00";"-1,114.60"
4307;"Libbey,Inc.(lby)";"398.80";"-296.10";"-715.10";"-7,881.50";"-83.20"
4308;"GravityCo.,Ltd.(grvy)";"607.20";"328.79";"447.71";"239.57";"312.49"
4309;"GalectinTherapeutics,Inc.(galt)";"-384.00";"-425.80";"-238.20";"-440.80";"-450.80"
4310;"BovieMedicalCorp.(bvx)";"-27.20";"-93.50";"-82.40";"-124.50";"-130.80"
4311;"FirstNorthwestBancorp(Washington)(fnwb)";"192.60";"152.60";"152.30";"-11.40";"177.30"
4312;"DURECTCorp.(drrx)";"-701.10";"-829.70";"823.50";"611.10";"-992.70"
4313;"ChinaOnlineEducationGroup(coe)";"-1,155.23";"-1,771.71";"-2,414.18";"-2,126.20";"-2,029.76"
4314;"Escalade,Inc.(esca)";"1,207.10";"121.60";"745.90";"311.80";"209.60"
4315;"KopinCorp.(kopn)";"-924.67";"-547.21";"-298.66";"-830.26";"-726.05"
4316;"ClearsideBiomedical,Inc.(clsd)";"-2,070.10";"-1,660.70";"-1,649.30";"-1,833.60";"-1,377.30"
4317;"TheRubiconProject,Inc.(rubi)";"-1,798.40";"-2,781.60";"-2,381.70";"-1.04";"-1,155.50"
4318;"BRTApartmentsCorp.(brt)";"-468.90";"2,522.20";"635.10";"546.10";"-340.20"
4319;"ManitexInternational,Inc.(mntx)";"-96.70";"-148.50";"-63.00";"-152.20";"-149.00"
4320;"1stConstitutionBancorp(fccy)";"401.10";"187.10";"285.30";"57.40";"248.50"
4321;"UniversalStainless&AlloyProducts,Inc.(usap)";"391.60";"403.80";"212.50";"786.00";"-25.90"
4322;"PrimeEnergyCorp.(pnrg)";"-59.70";"330.10";"2,114.00";"-189.00";"17.30"
4323;"IONGeophysicalCorp.(io)";"-2,550.00";"-1,833.90";"-134.10";"501.30";"-1,002.30"
4324;"FSBancorp,Inc.(fsbw)";"405.20";"425.70";"432.20";"367.80";"345.40"
4325;"AcerTherapeutics,Inc.(acer)";"-483.55";"-398.36";"-421.41";"-347.80";"-67.82"
4326;"AACHoldings,Inc.(aac)";"-500.30";"-209.50";"-2,018.10";"-36.40";"-289.80"
4327;"SynalloyCorp.(synl)";"367.73";"383.52";"101.67";"-120.68";"82.99"
4328;"ApproachResources,Inc.(arex)";"-907.20";"-744.60";"4,581.70";"-851.20";"-889.60"
4329;"SIFinancialGroup,Inc.(sifi)";"270.40";"335.30";"200.60";"-156.30";"224.40"
4330;"ZomedicaPharmaceuticalsCorp.(zom)";"-414.44";"-217.13";"-208.07";"-158.84";"-183.27"
4331;"EntegraFinancialCorp.(enfc)";"352.30";"308.70";"358.20";"-329.40";"247.10"
4332;"Babcock&WilcoxEnterprises,Inc.(bw)";"-2.10";"-1.20";"-1.07";"-1.14";"-1.51"
4333;"GencorIndustries,Inc.(genc)";"268.20";"376.40";"234.60";"102.10";"258.80"
4334;"CompXInternational,Inc.(cix)";"499.70";"372.60";"425.20";"249.60";"330.30"
4335;"CohBar,Inc.(cwbr)";"-331.61";"-358.66";"-283.34";"-286.11";"-190.65"
4336;"PrudentialBancorp,Inc.(pbip)";"243.60";"215.70";"3.40";"207.10";"211.70"
4337;"SesenBio,Inc.(ebio)";"-396.30";"-910.50";"-731.60";"-606.10";"1,948.70"
4338;"CastleBrands,Inc.(rox)";"-30.74";"19.02";"66.46";"28.06";"-86.52"
4339;"MedallionFinancialCorp.(mfin)";"-1,464.70";"-1,487.40";"334.50";"61.90";"-479.70"
4340;"Neovasc,Inc.(nvcn)";"-4,914.56";"-5,588.05";"-502.65";"-469.60";"-534.13"
4341;"MediWoundLtd.(mdwd)";"-416.50";"-455.10";"-225.30";"-350.40";"-446.20"
4342;"GeospaceTechnologiesCorp.(geos)";"-479.60";"-472.90";"-948.00";"-1,920.70";"-1,437.60"
4343;"LifeVantageCorp.(lfvn)";"299.20";"163.50";"31.70";"81.70";"8.40"
4344;"EnzoBiochem,Inc.(enz)";"-576.40";"-301.60";"-90.10";"-64.00";"9.40"
4345;"SaratogaInvestmentCorp.(sar)";"314.24";"384.23";"553.22";"426.30";"686.99"
4346;"HorizonGlobalCorp.(hzn)";"-6,716.00";"-5,776.00";"-2,114.00";"656.00";"1,997.00"
4347;"Misonix,Inc.(mson)";"-197.37";"223.91";"-685.68";"-121.22";"-39.84"
4348;"LeeEnterprises,Inc.(lee)";"475.00";"253.30";"3,532.70";"350.10";"628.70"
4349;"SanchezEnergyCorp.(sn)";"-3,498.70";"-481.50";"-6,135.20";"-4,478.20";"4,441.60"
4350;"EXFO,Inc.(exfo)";"-395.10";"-597.00";"-501.20";"267.90";"84.40"
4351;"FNCBBancorp,Inc.(fncb)";"185.00";"241.20";"201.90";"-611.40";"227.20"
4352;"AvadelPharmaceuticalsPlc(avdl)";"-340.96";"-1,226.33";"-971.92";"2,321.17";"2,965.52"
4353;"FONARCorp.(fonr)";"1,134.82";"426.20";"524.00";"460.10";"712.18"
4354;"IndependenceContractDrilling,Inc.(icd)";"-331.30";"-414.60";"-574.50";"-598.00";"-630.40"
4355;"Quarterhill,Inc.(qtrh)";"-786.50";"-1,204.50";"-1,236.50";"2,621.10";"360.90"
4356;"AsureSoftware,Inc.(asur)";"-376.80";"-192.50";"-154.50";"-128.10";"-183.70"
4357;"Kirkland's,Inc.(kirk)";"-671.50";"-88.20";"1,286.50";"-236.20";"-377.20"
4358;"BridgfordFoodsCorp.(brid)";"144.80";"463.40";"-162.70";"298.10";"205.90"
4359;"LiveXLiveMedia,Inc.(livx)";"-1,076.80";"-908.62";"-360.82";"-430.20";"-281.52"
4360;"Telaria,Inc.(tlra)";"-296.00";"-612.70";"-6.30";"-327.30";"-230.00"
4361;"J.Alexander'sHoldings,Inc.(jax)";"221.50";"170.40";"544.50";"-76.50";"29.60"
4362;"MiddlefieldBancCorp.(mbcn)";"330.40";"309.70";"260.50";"238.60";"246.20"
4363;"OakValleyBancorp(ovly)";"316.50";"259.10";"280.20";"158.90";"246.80"
4364;"HillInternational,Inc.(hil)";"-706.40";"-766.90";"-611.50";"-159.50";"-99.60"
4365;"CBFinancialServices,Inc.(cbfv)";"97.00";"136.00";"137.50";"206.40";"180.10"
4366;"EyePointPharmaceuticals,Inc.(eypt)";"-3,442.80";"-697.80";"-578.20";"-598.30";"-611.60"
4367;"Transcat,Inc.(trns)";"148.80";"142.80";"245.40";"183.10";"78.10"
4368;"NewAgeBeveragesCorp.(nbev)";"-336.64";"-265.13";"-484.54";"-47.99";"249.67"
4369;"SpringBankPharmaceuticals,Inc.(sbph)";"-878.00";"-378.50";"-486.40";"-146.20";"-1,082.80"
4370;"DestinationXLGroup,Inc.(dxlg)";"-118.50";"-311.00";"-332.40";"-570.60";"-373.10"
